BasePriceLabel,BedrmCt,RegionID,SizeRank,RegionName,StateName,State,Metro,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020
BR002RG0038414,2,38414,3213,Erie,Colorado,CO,Greeley,Weld County,289882,292304,294917,297683,300058,302484,306263,310119,313825,317021,318754,320600,322627,326839,330991,333781,336950,339818,343076,346324,350281,354078,357494,359762,361261,362410,363612,365231,366854,367546,368158,367546,367335,366566,366430,366074,367387,367120,366777,365652,364467,363903,362101,361441,360538,360184,359723,360054,357549,355574,352361,351297,349542,348648,347563,347692,346856,346731,345746,345169,346330,347665,350664,352401,354339,354917,356759,357860,359584,360240,361360,361841,362582,363352,363474,363263,363394,363475,361957,359848,358039,356079,354353,352168,351315,350164,349801,348651,347993,347661,348494,347805,345232,342597,339963,338467,333704,329505,323964,320927,319015,317057,316047,314912,315047,314354,312838,310943,310921,310761,311374,310251,305850,302889,297736,295809,293347,292958,293118,293087,292803,292551,291599,290557,292343,293933,296095,295405,294772,293540,291552,288036,283920,279817,276585,273288,267827,261057,255230,251341,248389,245001,243514,244379,246089,247294,248478,250227,251864,251970,251901,252253,253862,256048,256979,256250,255031,255085,255103,255367,256956,261865,266834,271826,275316,278788,281384,284949,288724,292062,295011,298890,303430,306564,309006,309492,310063,310686,313328,316963,320985,325429,330390,333290,335661,338853,343610,349396,355464,362139,368366,372430,375607,377264,380059,384900,390051,393998,396770,400411,404949,408751,412418,416730,422253,428587,432995,436492,439450,443274,447179,450183,452490,453356,453692,454411,454555,454957,456210,458333,461242,463993,466515,467667,467638,468995,471385,474266,477345,478504,478967,478447,478477,479047,479366,480453,481777,482956,484201,484797,485322,487126,489536,492522,494960,497075,499694,502780
BR002RG0033400,2,33400,3259,Peyton,Colorado,CO,Colorado Springs,El Paso County,161199,161476,161678,162832,164015,164272,163644,163786,165087,165634,166434,166077,167205,168210,169668,170749,171702,172930,174389,176229,177506,178923,179814,181174,181763,182384,182830,183346,183798,184272,184840,185276,185638,185628,185685,185730,186241,186783,187516,188110,188693,189326,190010,190698,191009,191793,192918,194381,195277,195847,195930,196091,196361,196975,197744,198430,199119,199806,200479,200922,201396,202236,203456,204870,206030,206883,207495,208343,209531,210670,211475,212257,213096,213672,214531,215280,216203,216861,217730,218460,218965,219479,220022,220851,221420,221782,221757,221270,221274,221033,221005,221181,221216,220284,219097,217899,217068,215533,213322,211826,210525,209237,207381,205625,204713,203687,202079,198776,196259,194549,194674,194333,193185,192164,191049,188727,185677,183741,183538,185238,185377,185934,184683,184323,183716,184797,185514,186632,186020,185449,183584,181306,179568,178350,178750,179219,179236,177038,174377,172808,173168,173531,174878,176775,179163,180126,179759,178006,177632,177867,180137,180918,182529,183127,183280,182065,181007,180934,181005,181029,181020,182056,182707,184003,183597,183933,184297,185312,186079,186018,186726,187324,187093,186833,186717,187973,189045,190258,190638,191685,192793,194431,195050,196335,199118,200277,200484,198871,199386,199837,200955,201754,201687,202030,202522,204610,205258,206956,208607,211315,213689,215458,217371,218874,221747,224435,227902,230335,233810,237078,241269,244728,247048,250142,253263,257003,260058,263158,266893,269957,272175,273770,274686,275569,276797,278694,281424,283780,285551,286422,286464,286715,286964,287935,289376,291772,294179,295526,296176,296931,298237,300272,302423,304981,307789,310350,312669,314412
BR002RG0020642,2,20642,3260,Steamboat Springs,Colorado,CO,Steamboat Springs,Routt County,171084,172975,174798,176490,178549,180516,182432,184282,186036,187702,189128,190513,192021,193436,194954,196282,197489,198455,199287,199955,200804,201574,202502,203462,204374,205245,205831,206617,207451,208359,209207,209858,210405,210894,211288,211517,211644,211859,212278,212523,212489,212488,212471,213134,213754,214709,215353,216142,216884,217610,218294,218977,219970,220958,221954,222574,223226,223796,224695,225641,226785,227924,228981,229917,230778,231845,233328,234747,236007,236967,237695,238336,239032,240334,241872,243891,245818,247787,249231,250533,251405,252152,253131,255084,257326,259523,262065,264963,268070,270753,273441,276810,281733,288099,294152,298519,302046,305073,307513,308571,309468,310395,311288,311804,311834,311109,310789,310475,310159,309276,308514,308428,308126,307787,307952,307864,307006,305301,303531,302858,302466,302415,302009,301407,300794,300291,299517,298753,298092,297737,296972,295764,294514,293392,292332,291344,290830,290218,289675,289086,288829,288838,289064,289165,289244,289508,289972,290636,291040,291571,292056,292803,293804,294690,295605,296641,298143,299600,301111,302331,303537,305055,306616,308028,309061,310077,311584,313229,314496,315425,316451,318023,319550,320946,322418,324577,326718,329188,331268,333353,335399,337940,340667,343476,346625,349566,352390,354395,356521,358450,360461,362554,364836,366936,368813,370025,371671,373386,375397,377052,378705,380488,382174,383755,385362,387111,388656,390396,391110,392131,392945,394906,397003,399044,401405,404054,406802,409103,411771,414909,418683,421267,422961,423324,424041,424773,426653,428300,429767,430589,432001,434713,439219,442322,444076,443456,443499,443835,443726,443468,443196,443625,443440,441929,438854,437210,436913,438646
BR002RG0020651,2,20651,3349,Sterling,Colorado,CO,Sterling,Logan County,61663,62423,62929,63082,63206,63522,63843,64280,64604,65126,65544,66031,66498,66982,67413,67715,68112,68323,68569,68585,68637,68634,68617,68647,68714,68830,68940,69164,69424,69671,69766,69847,69945,70038,70099,70112,70150,70222,70298,70235,70114,70027,70084,70301,70581,70926,71163,71336,71341,71340,71475,71755,72082,72287,72502,72677,72873,73009,73239,73488,73992,74471,74797,74947,75060,75414,75734,75938,76033,76060,76116,76206,76263,76364,76472,76641,76835,76981,77066,77224,77431,77759,77942,78050,78070,78118,78204,78325,78402,78360,78292,78311,78346,78395,78461,78550,78622,78652,78671,78586,78432,78338,78338,78365,78331,78182,78052,77944,77876,77688,77472,77297,77159,76981,76728,76411,76093,75793,75675,75594,75579,75496,75398,75281,75197,75124,75009,74801,74612,74478,73971,73424,72750,72439,72133,71942,71776,71621,71594,71628,71688,71635,71829,72027,72297,72400,72582,72747,72890,73052,73198,73386,73647,74042,74436,74827,75198,75600,76044,76514,77015,77542,78020,78562,79085,79657,80194,80744,81276,81783,82238,82714,83216,83737,84348,84935,85482,85973,86565,87252,88108,89037,90020,90884,91749,92557,93426,94214,95023,95804,96545,97299,98014,98661,99235,99861,100599,101419,102098,102719,103358,103967,104613,105113,105507,105892,106430,107089,107622,108053,108557,109254,110010,110919,111819,112694,113532,114378,115108,115647,116122,116652,117183,117595,117889,118164,118763,119414,120082,120587,121094,121725,122194,122777,123255,123716,124141,124493,124591,124664,124740,124920,125090,125191,125428,125516,125621,125710
BR002RG004776,2,4776,3379,Fort Morgan,Colorado,CO,Fort Morgan,Morgan County,79168,79432,79752,80097,80486,80522,80326,80251,80551,81097,81815,82500,83447,84256,85070,85992,87295,88918,90689,92279,93510,94473,95051,95662,95893,96480,96905,96942,96580,96308,96409,96682,96943,97631,98172,98654,98550,98276,97990,98311,98974,99497,99649,99668,99716,99338,98842,98387,98708,99391,100238,100475,100486,100369,100318,100165,100047,100056,100392,100616,100423,100165,99975,100144,99850,99737,99836,100120,100070,99835,99753,99589,99729,99103,98387,97580,97312,97573,97583,97633,97458,97258,96888,96474,96230,96469,96814,97008,97139,96165,94897,93527,92975,92839,92392,92280,91484,90908,90146,89725,89226,89024,89157,89291,89286,88991,88922,88651,88719,88544,88387,88030,87654,87388,87100,86887,86555,86251,85885,85532,85345,85280,85206,85114,85034,84974,84821,84549,84269,84068,83932,83770,83427,83016,82701,82495,82361,82250,82251,82431,82592,82680,82738,82874,83053,83208,83366,83530,83671,83833,84009,84189,84411,84701,85063,85469,86015,86661,87294,87798,88293,88849,89443,90003,90564,91177,91791,92408,92923,93516,94097,94813,95481,96211,96954,97740,98568,99364,100250,101103,102006,102775,103652,104528,105619,106518,107375,108159,108967,109825,110601,111456,112483,113568,114572,115418,116243,117132,118146,119022,119937,120777,121812,122797,123565,124268,125018,125976,126921,128046,129057,130137,131203,132438,133824,135168,136380,137542,138763,139952,140927,141726,142598,143850,145100,146263,147387,148474,149565,150245,150824,151513,152358,153345,154149,154915,155550,156311,156736,157184,157691,158503,159281,159866,160368,160728,161143,161308
BR002RG0052071,2,52071,3622,Fort Lupton,Colorado,CO,Greeley,Weld County,151617,153880,155627,156769,157165,158145,159886,162445,164882,167434,169934,171877,173711,174397,175113,176670,179363,181997,183285,185075,187599,189763,191360,192748,193918,194625,195734,196764,198722,200585,202618,202608,201575,201292,201093,201957,203128,205248,206748,207481,206391,204991,204407,205552,207067,207835,208421,208203,207543,207051,206730,207347,208264,209651,209951,209517,209570,209552,210552,211161,211541,211016,210337,209335,207732,205983,204725,204005,202226,201496,200066,198849,197539,196577,196516,196275,196565,197602,199167,201214,203148,204063,203893,202852,202968,203233,203169,202565,202616,200505,195669,189126,183787,179173,175611,174114,171852,169178,165100,161422,157179,154509,154566,155416,154858,153206,152158,150614,149755,148863,148813,148787,148504,147692,145786,144244,144165,144811,144308,143205,141371,140059,139289,139643,140604,140906,139991,139122,138323,138195,137542,136709,135756,135374,134202,132196,130303,128485,128404,127264,126564,125448,125782,127235,128849,130179,131501,133113,134152,136554,138199,140774,141493,141849,142270,141325,141219,139962,139531,138407,138411,137733,138555,138610,140379,141905,143386,145375,147141,149567,151824,154356,156537,159035,160463,163039,164907,167561,169178,171241,173301,175884,178910,181346,183192,184541,186478,188190,189900,192058,195005,197883,199838,201392,202388,204981,208150,211559,214634,217257,220530,222695,224761,226213,228913,232414,235057,236892,238506,240387,241379,242413,243214,244342,245964,248683,250114,250494,252184,255331,258007,260399,263150,266609,268475,270641,272032,273396,275072,276558,277803,277903,279021,280496,281462,282271,283784,285909,287713,288975,290262,291942,293183,294564,295308,295741,296478,296826
BR002RG0048660,2,48660,3638,Cortez,Colorado,CO,,Montezuma County,84424,85313,85548,85988,86372,87094,87632,88536,89202,89542,89723,89972,90172,90174,89997,89816,89721,89577,89366,88934,88758,88743,88980,89012,88936,88896,89285,89875,90388,90764,91189,91729,92120,92337,92219,92258,92161,92311,92214,92404,92446,92628,92436,92505,92712,93131,93466,93686,93828,93993,94104,94248,94448,94817,95347,95697,95974,96171,96671,97160,98124,98796,99887,100479,101367,101965,102673,103220,103609,103961,104269,104637,104796,105031,105107,105430,105660,105962,106281,106619,107155,107687,108157,108595,108846,109148,109240,109405,109293,109239,109025,109315,109580,110000,110175,110347,110685,111106,111606,111800,111927,112013,112423,112620,112683,112549,112633,112700,112599,112462,112463,112676,113279,113859,114160,113996,114003,113983,113917,113804,113754,113606,113404,113343,113106,112790,112546,112519,112365,112108,111963,111814,111362,110952,110436,110171,109850,109631,109635,109930,110260,110464,110423,110568,111588,112548,113616,113784,114096,114115,113529,112967,112733,113280,113765,114241,114278,114605,114851,115670,116459,117805,119431,120747,121665,122177,123120,123853,124600,125049,125624,126226,126836,127413,128058,129074,130038,130907,131506,132206,132389,132751,133106,133999,134910,135755,136709,137185,137684,138395,139324,140354,142166,143928,145489,146213,147137,147854,148402,148831,149507,150146,150717,151265,151185,151038,151188,151512,151231,150758,150621,151050,151619,151866,152210,152494,153029,153481,153644,153806,154431,155248,155874,156226,156307,156669,157137,157787,158266,158579,158828,159397,159759,160304,160573,160998,161351,161815,162035,162126,162302,162635,163076,163229,163393,163328,163466,163470
BR002RG0010057,2,10057,3662,Alamosa,Colorado,CO,,Alamosa County,60160,60934,61755,62549,63173,63401,63666,64361,65126,65781,66309,66764,66959,67089,67274,67638,68148,68398,68570,68468,68532,68707,68891,69039,69145,69419,69724,69893,69909,70220,70437,70710,70891,71310,71570,71924,72035,72314,72422,72620,72708,72729,73069,73525,74087,74314,74578,74693,74885,75026,75236,75491,75802,76073,76253,76336,76469,76632,76823,77121,77748,78221,78725,78998,79447,79946,80332,80788,81018,81261,81469,81608,81771,82022,82239,82471,82595,82769,82921,82810,82808,82889,83018,83235,83267,83403,83536,83751,83903,83840,83703,83832,83875,83996,84031,84121,84110,83934,83869,83794,83770,83793,83941,84082,84222,84095,83989,83699,83583,83335,83023,82727,82659,82530,82413,81859,81565,81388,81297,81179,80924,80877,80790,80721,80137,79666,79099,79055,78864,78655,78421,78159,77856,77536,77263,77141,77288,77362,77634,77849,78108,78230,78237,78366,78570,78743,78874,78780,78697,78723,78634,78517,78333,78483,78764,79180,79636,80172,80674,81233,81749,82265,82796,83327,83957,84509,85010,85371,85774,86313,86944,87633,88220,88839,89431,90002,90698,91394,92198,93014,93854,94594,95362,96075,97147,98164,99350,100330,101192,101967,102981,103833,104703,105207,105911,106660,107551,108478,109226,110175,110713,111402,111692,112299,112727,113485,114111,114760,115041,115227,115448,115695,116354,117139,118002,118906,119770,120520,120948,121264,121578,122172,122737,123417,124062,124283,124724,124894,125302,125397,125658,126046,126505,126721,126874,127026,127045,127334,127357,127474,127434,127592,127763,127841,127900,127983,128087,128085
BR002RG0021337,2,21337,3764,Windsor,Colorado,CO,Greeley,Weld County,195010,195712,195756,195773,195654,196708,198292,200187,202102,204120,205873,207565,209395,211227,213518,215605,218048,220054,221706,223492,226092,228616,230603,231955,232766,233626,234985,236662,238116,238948,240306,241646,242399,242386,242563,243434,244818,245839,246134,246037,245627,245637,244604,243448,242141,242049,242074,241930,241459,241298,241254,241315,241471,241591,242170,242903,243641,243810,243841,243916,244002,244044,244571,245545,246157,246301,246278,246601,247382,248024,248609,249319,250398,251579,251782,251169,250516,250028,249355,248400,247734,246830,246106,244136,243124,241471,241069,239959,239965,239734,240162,239563,237631,235755,233689,233266,230862,229089,226128,224803,223353,222826,221480,220210,219298,219163,219122,218310,218165,217885,218393,218340,217264,215913,215207,215526,215672,215170,214752,214701,214111,213564,212721,212376,212768,212632,212836,212719,213438,213624,213127,211996,211866,211810,212172,211876,211609,211767,211012,210429,209199,209336,210415,212425,213592,214345,214013,214436,214654,215461,216222,216842,217721,217950,217896,217434,217793,218462,220175,221385,222924,223533,225025,226613,228876,231075,233098,234886,236602,238786,240985,243759,246029,248123,249600,251487,252850,254459,256329,259205,261822,264599,267495,269245,271217,274234,278594,282608,285875,289448,292566,295040,297181,299110,301038,303998,307246,310428,312690,315078,318550,321261,324796,327300,330460,332565,334303,336144,338409,340150,341146,341485,342142,343122,343981,346003,348228,351383,354617,357586,360386,362926,366053,368912,370714,372656,374443,376448,378150,378511,378272,377242,376107,376032,376374,377499,378569,378956,379690,379887,380044,380937,382315,384361,386497,388074,389247,390122
BR002RG007811,2,7811,3826,Welby,Colorado,CO,Denver-Aurora-Lakewood,Adams County,114958,116270,118009,119597,121466,123166,124815,126828,128802,130855,132698,134864,136995,138880,140313,141538,142825,144202,145577,146705,147870,149004,150031,150641,150785,150884,151093,151640,152271,152797,153137,153594,153979,154510,154789,155014,155122,155600,156232,156883,156578,156208,155721,155230,154902,154456,154312,154470,154791,155162,155007,154621,154675,155012,155520,155813,155732,155674,155722,155849,155843,155474,155082,154529,154298,153934,153765,153149,152692,152235,152124,151486,151128,150529,151094,151245,151186,149700,148180,147257,146747,146259,145085,144833,144215,143305,140798,138958,137410,136828,135959,135388,134291,132634,130430,127311,124455,122227,120839,119890,118386,117615,116465,115558,114383,113672,112852,112668,112238,112056,111509,110294,109771,109161,109227,108323,107855,107578,108495,108910,109340,109135,109226,109788,110078,109590,108565,107976,107450,106807,105618,104639,103545,102932,102145,101342,99648,97934,96712,95355,94038,92511,91580,90928,90535,90220,90415,90224,90973,92379,93522,95068,96812,98875,100426,101435,103043,104773,106051,107344,108307,109308,110588,111726,112831,113847,115099,116632,117646,118188,118910,119990,121618,123232,125372,127385,129226,130716,132315,134199,136111,138219,140546,142848,144851,146604,147744,149416,151113,153392,155390,157403,159456,161900,164119,166772,169258,171674,173954,175922,177956,179976,182414,184843,187260,189007,190999,192278,194021,195844,198013,200147,202226,203937,204825,206081,207648,209945,212016,214609,217121,219492,221375,222857,224080,225784,227971,229462,229749,230616,231314,231900,231489,231665,231715,231954,232084,232389,232554,233018,234234,234765,235508,236238,237705,238832,240292,241906
BR002RG0038807,2,38807,3829,Greenwood Village,Colorado,CO,Denver-Aurora-Lakewood,Arapahoe County,244945,247046,248845,251153,253477,255847,259359,262957,266561,270153,274303,280562,287747,293944,297863,300502,303252,305619,307444,310048,312345,315036,316665,317339,317032,317657,319666,321469,322759,323715,324592,324629,324562,322702,320903,318088,315838,313635,312705,312894,312623,311413,310403,309733,310157,311378,312883,314548,315242,316419,316093,315654,314473,315307,316215,317036,317065,316534,316507,316705,318431,318438,318911,319202,321348,322689,323735,324740,325501,326784,327663,328930,329464,330941,330740,331014,330070,329533,328693,327669,326809,325287,324318,322780,321307,319315,320621,321749,323427,322819,322386,322426,322519,323326,322960,323106,322731,322201,318938,315111,312210,311743,312098,311055,310662,310363,311325,311090,310208,310597,312399,314831,316069,317444,317944,320363,321340,322377,321573,321270,321808,321724,322684,322469,322139,319583,317573,315058,313177,310919,309323,308644,308331,307300,304437,302136,301797,302658,304027,303660,303672,303466,304198,304223,304007,305208,306993,310175,310917,312302,312223,314875,317515,320662,323154,325905,329596,332014,334811,336378,338653,340622,342961,345382,347384,349305,350766,352277,352956,354767,356296,357410,359271,361332,364466,365487,366530,367936,370259,373508,377341,380902,384255,388165,392176,396000,399678,404326,410024,414807,419409,422076,424009,425672,427998,430922,433692,436071,438505,440411,441403,442888,445399,448883,452255,455839,459011,461868,463321,465625,467280,469260,471381,474110,476036,478850,482238,484692,486940,488142,491599,494178,497094,499912,501921,503646,503064,502048,500380,502116,503592,505164,505512,506033,508001,508419,509881,510216,513055,515514,518118,518401,518964,519959,521047,522227,522184,523232
