BasePriceLabel,BedrmCt,RegionID,SizeRank,RegionName,StateName,State,Metro,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020
BR004RG0038992,4,38992,405,Highlands Ranch,Colorado,CO,Denver-Aurora-Lakewood,Douglas County,276604,279502,282583,285652,288985,291463,293881,296619,300080,304037,307587,311182,314071,316404,318773,321175,323416,325529,328080,331013,333171,333349,333798,333605,334307,334886,335551,336452,337231,338276,338856,337896,337128,337108,337182,337398,337376,337848,337853,337248,336541,336019,335645,336126,336946,338188,339408,340430,341458,342053,343778,345626,347566,348982,350321,352112,353764,355314,356904,358247,359609,361026,361467,362365,362987,364287,365671,366858,367912,368893,369339,370913,371775,373103,374158,375295,376146,376312,375766,375455,375214,375496,376055,375513,375821,376315,376907,376490,375972,376625,377938,378966,379371,378369,376601,375764,374359,372704,370915,370467,370681,370084,369542,367950,366669,365769,365884,365268,364927,363498,362529,360756,360429,359882,358927,357873,357149,356995,357223,357994,358873,360073,360627,360848,359103,357052,355260,354331,353919,354098,354041,353123,350715,348994,348183,348119,347503,347838,348639,350456,350703,349828,348727,348261,349517,351388,353198,355691,359246,362612,364829,365742,368423,372062,375414,378699,381802,384062,386687,387790,390128,392343,396621,401425,405245,407687,409963,412673,415493,417769,419562,422625,424964,426687,427055,427716,429058,431656,434654,437441,440425,443960,447150,449704,452181,456266,460072,463519,466247,468909,472016,474915,475946,477643,480334,484657,488085,489854,492146,493999,495872,497180,498304,499679,503664,507482,510242,509941,510488,512187,513882,516088,518845,522804,526422,530809,533575,535774,537573,540162,542968,544812,547240,548925,550848,551550,553236,553310,554119,553490,555269,556790,558360,559814,560670,561848,561663,562505,563144,564652,566015,568929,570540,572710,574759,577381,580391,583677
BR004RG0011695,4,11695,407,Greeley,Colorado,CO,Greeley,Weld County,174742,175716,175378,174964,174607,175400,176490,177855,179193,180646,181709,182484,183450,184508,186267,187827,189480,190335,190834,191444,192426,193640,194672,195755,196611,197510,198790,200076,201474,202524,203736,204826,205791,206634,207441,208578,209420,210070,209955,210123,210010,210588,210806,210994,210840,210952,211453,211711,212161,212556,213365,214041,214947,215404,216050,216519,217382,217739,217944,218036,218258,218621,218921,219179,218717,218155,217590,217861,218338,218974,219343,219608,219946,220180,220263,219938,219783,219621,219095,218202,216937,215450,214048,212563,212110,211604,211517,210967,211112,210932,211018,210096,208556,207290,206010,205570,202804,200000,196537,194702,192989,191933,191071,190189,189638,188738,187913,186179,185471,185120,185018,184100,182725,181835,180839,180561,180325,180495,180509,180801,180908,180867,180958,181462,181921,181417,180864,180385,180193,179615,178891,177941,177374,176772,176095,175011,174027,173633,173077,172706,172199,172364,173051,174448,175319,176188,176628,177493,178112,178681,179507,180245,181455,182089,182494,182343,182994,183840,185780,187304,189546,191079,192928,194331,195716,197205,198742,200688,202581,204561,205836,207610,208947,210916,212542,214718,216529,218633,220821,223064,224970,227129,229753,231828,233885,236232,238807,241208,243043,245308,247399,249383,251246,252700,254140,255959,257828,259431,260957,262836,265795,268418,271735,274450,277125,279383,281436,283810,286722,289683,292521,294624,296767,298057,298874,300420,302974,305928,308930,311742,314631,317281,319888,322538,324259,326627,328434,330743,332385,333622,333944,334130,334292,335152,335471,336225,337027,337899,339262,339920,340505,341235,342656,344153,345483,346374,347712,348826
BR004RG0046325,4,46325,455,Loveland,Colorado,CO,Fort Collins,Larimer County,212284,213451,214739,216086,217869,219161,220163,221765,223896,226335,228568,230800,233519,235968,238188,239822,241251,242915,245122,247724,249549,251345,252677,254087,254606,255877,256882,258043,258623,259382,260078,260599,261334,262095,262398,262568,262146,261439,260928,261331,262300,262873,263045,263113,263458,263508,263520,263559,264417,265794,267350,267952,268714,269229,270085,270233,270216,270088,270738,270975,270825,270698,271254,272540,272605,272855,272648,273244,273391,274167,274894,276102,278111,278639,278241,276993,277149,277119,276989,276609,276631,276013,275384,274814,274090,274614,275039,275943,275786,276561,277570,278469,279075,279868,279435,278348,275491,272330,269269,266943,265614,264382,263087,262019,260354,258297,256697,255738,256545,257350,258074,257527,257079,255210,254013,252373,252043,252210,253336,254346,254445,253614,252966,253241,253164,253594,253262,253475,253462,252928,251455,249552,248885,249645,249942,249684,248784,249228,249544,249767,249325,249645,250523,251324,250987,250569,251348,252591,254210,254715,255318,255916,256933,257843,258440,259904,261884,263376,263850,264184,265405,266253,267705,268956,270699,272349,274062,275830,277851,279755,281772,283421,284087,285477,286826,289210,291234,293327,295868,297808,298994,300357,302556,305511,309525,312767,316313,318427,321052,323542,325648,327956,330308,333544,336534,339532,341450,344155,346762,350298,353521,356232,359199,361517,365095,367579,370358,372538,375421,377937,379555,380769,381438,382640,383620,385549,387820,390287,391555,392681,393787,395949,397554,399262,400784,403838,406242,408312,408699,410197,411450,411323,410900,410382,411708,412799,414334,414575,414988,415293,416406,416721,417700,419874,422115,423910,424732,425722
BR004RG0033334,4,33334,500,Parker,Colorado,CO,Denver-Aurora-Lakewood,Douglas County,266722,269101,271812,274702,277764,280244,282836,285770,289036,292493,295339,298698,301165,303576,305852,308280,310484,312461,314758,317107,319010,319320,320241,320190,321014,321334,321740,322034,322247,322850,323131,322426,321982,322155,322318,322619,322851,323631,324109,324325,324351,324309,324213,324985,326019,327551,328617,329514,330053,330205,331187,332367,333940,335318,336760,338181,339373,340087,341372,342424,343894,345338,346236,347224,347731,348372,349034,349844,350821,352146,352811,354308,354930,355855,356490,357319,358073,358538,358566,358543,358214,358047,358179,357663,357997,358481,358772,357895,357075,357105,357809,358167,358228,356981,354995,353620,351625,349641,347376,346006,344563,342769,341243,339111,337139,335721,335073,333789,332958,331550,331049,328927,328010,326866,326478,326568,326880,327609,328475,329807,331267,332559,333229,336592,338869,340715,339763,338860,338200,338170,338000,337753,336125,335050,334148,332922,331225,330131,330444,331554,331865,331094,330509,329913,330574,331952,333706,335595,338163,340683,342712,343670,346223,349706,353093,356188,359115,361303,363890,365539,368273,371286,375799,380628,383905,386141,388103,390832,393843,396235,398122,400380,402315,403532,404016,404731,406360,408785,411365,413675,416402,419849,423241,426409,428866,432393,435322,438518,441412,444373,447690,450640,451911,453664,455972,459412,462377,464233,467052,469406,471473,472683,473670,474967,478447,481793,484393,484651,485440,487305,488914,491098,493655,497667,501492,506082,508831,510882,512350,514620,517762,519850,522323,523522,524932,525466,526942,527271,528374,527930,529639,530927,531778,532410,532859,533951,534043,534411,534647,535363,536067,538431,539706,541497,543231,545610,548145,550923
BR004RG0032563,4,32563,521,Longmont,Colorado,CO,Boulder,Boulder County,221912,223923,226192,228692,230967,233093,235877,239601,242971,246245,248149,250149,251781,254200,256506,258782,261168,263712,265992,268145,270022,271689,273424,275424,276679,277213,277768,278422,279588,280061,280454,279589,279509,279439,280163,279307,279437,278574,278071,277275,276333,275540,274888,275422,275417,275166,273987,274638,274908,276637,277289,277534,277657,278241,278999,279265,279328,279532,280072,280155,280784,280244,280971,281634,282961,283932,284457,284771,284891,286193,287646,288071,287600,287803,287820,288406,288903,289137,288738,287802,288098,286897,285886,284954,285276,285361,285326,285604,285159,285107,284418,284945,284644,284744,283668,282948,281505,280631,279368,278271,276677,275635,275152,274853,273513,272946,272085,271619,269934,269185,268479,267685,267214,266292,266403,265506,265883,265240,266077,266376,268209,267727,267995,267245,266930,265609,264173,263920,263408,263432,262510,262381,261820,261625,260443,259883,259851,260911,261081,260553,260113,259039,259093,259009,259316,260497,261835,263570,264043,264459,265145,266164,266926,268540,269682,271263,272930,274589,275986,276997,279124,281765,285098,287766,291016,293958,296360,296977,297079,297928,300423,303357,305135,306223,306980,308593,309796,311619,314060,317474,321089,324692,327794,330333,334175,338541,343175,347307,351913,356151,360232,365737,371073,374130,375920,378246,382144,385358,388612,391663,394668,397297,399915,400567,402059,405331,410532,415107,416092,416847,417319,419113,420770,422544,424918,428521,431590,434229,435306,436762,439696,443739,447741,450658,453645,457557,460052,460409,459750,460304,461470,463140,464669,465972,466549,466076,465484,464021,463941,465154,467169,468148,469055,469507,470086,470420,471481,473706
BR004RG0010574,4,10574,822,Broomfield,Colorado,CO,Denver-Aurora-Lakewood,Broomfield County,270007,271117,271185,274481,276268,279721,282502,286975,288624,291806,293279,297250,301161,305810,308989,310456,312015,314555,316943,317587,319479,320667,322594,319910,317254,314292,314366,314946,315684,315790,316308,316854,317107,317698,318605,320900,322934,324562,325065,324844,324649,323794,323755,324141,324941,325491,326029,327368,328611,329972,330731,331301,331766,332691,332716,332653,333653,335811,336936,336570,336424,338076,339254,340155,340076,340959,340686,340273,339185,338882,339402,341326,342543,340896,341050,342005,345190,345582,347340,349291,350933,350417,349774,349974,350775,352350,351180,350094,348364,348438,348667,348408,348241,348008,347786,345338,343688,342424,343790,344322,344113,343744,342766,342286,341708,342472,343079,344282,344165,343776,342513,341504,340333,339011,337549,336141,334812,333167,331714,330836,330351,330107,329403,328850,328374,328014,327742,327151,326509,325566,324687,323666,322828,321890,321076,320466,320223,320055,319698,319731,319989,319769,319436,319333,320318,321456,322214,323278,324392,325901,326406,326914,327684,331300,334925,338038,339101,340750,343603,345533,347272,349000,354710,360703,366203,368508,370728,373516,376564,378669,380931,383947,387592,390514,391634,392116,393095,394790,397303,399516,402773,406422,409894,413810,417605,421702,424662,428181,431608,435734,439240,442755,446877,451071,455406,458473,461599,465221,469517,473344,476760,480251,484779,488768,491072,492313,492302,493858,495318,496361,496778,497521,499300,501023,500771,502919,507300,513525,519395,522726,526047,529234,533310,536920,539502,541142,543691,545886,546165,546022,545923,547772,548835,549426,548695,548329,548094,549384,550637,551106,552350,553366,554973,556280,558408,561257,565024,568937
BR004RG0023984,4,23984,860,Castle Rock,Colorado,CO,Denver-Aurora-Lakewood,Douglas County,278884,281458,284287,287317,290620,293054,295423,297954,301170,304777,307625,310956,313431,315798,317932,320059,321797,323689,326101,328658,330570,330671,331884,332296,333617,334158,334919,335756,336974,338434,339454,339193,339293,340135,340349,340348,340196,341073,341580,341791,341597,341485,341245,341965,342676,343734,344744,345948,346971,347293,348486,349740,351045,351826,352900,354340,355985,357246,358841,359894,361103,362395,363207,364282,365252,366364,367523,368446,369201,370253,370608,372305,373132,374423,374982,375715,376244,376883,376543,376469,376164,376332,376807,376312,376844,377347,377946,377375,376816,376941,377948,378836,379229,378140,375775,374116,371566,368821,365887,364329,362965,361070,359106,355199,351341,348048,347328,346014,344708,342701,341289,339592,338424,337040,335702,335358,335583,335820,335333,335252,336005,336847,337419,336996,336041,334700,333338,332873,332809,333594,333648,333104,331290,330079,328529,327891,326884,326923,326956,327015,326487,325044,323965,322936,323071,324201,326423,329726,333201,336220,338554,340320,342737,345989,349065,352485,355760,357937,360755,361583,363924,366099,370141,374409,377653,379670,381587,384150,386801,388774,389282,391174,393067,395046,395808,396237,397571,399951,402614,404732,407060,410233,413747,417046,419111,421972,424428,427630,430642,433749,437264,440612,442315,444384,446722,450017,452853,454476,456822,458766,460556,461482,461976,462673,465787,468874,471321,471230,471874,473788,475571,477787,479912,483395,486723,490890,493441,495215,496637,498762,501630,503443,505703,506458,507659,508021,509643,509929,511041,510758,512727,514036,514713,514789,514731,515691,515820,516257,516312,517009,517541,519683,520590,522331,524232,527077,530045,533162
BR004RG0017545,4,17545,1096,Commerce City,Colorado,CO,Denver-Aurora-Lakewood,Adams County,198633,201222,204032,206435,209445,211752,214196,217240,220606,223716,226460,229772,233093,236442,238962,240980,242467,244377,246182,248026,249693,251673,253393,254423,254765,255243,256290,258090,260127,262030,263547,264478,265311,266191,267450,268492,269418,270136,270866,271453,271173,270523,269973,270063,270650,270827,270520,270622,270851,271614,271858,271892,272322,273222,274064,274484,274392,274650,275286,275974,276521,276608,276740,276565,276955,277277,278283,278630,279316,279654,280257,280089,280570,280637,282036,282692,282792,281770,280697,281227,281182,281492,280283,281040,280617,280644,277382,276051,274675,275183,274448,272334,269259,265840,263685,259249,254644,249545,247471,245348,243155,239712,236315,233929,233457,232913,231224,229936,229546,229608,229009,227812,227210,226424,226092,225019,223637,222759,223247,224219,225023,225692,226064,225954,225322,224983,224783,224153,223013,221694,220531,219469,218530,217832,217343,216836,215750,214707,213813,214107,214539,214611,214273,214385,214608,214281,213898,214553,216811,219453,222096,223922,226115,228663,231233,232786,234713,238073,241722,244752,246620,248339,250034,252447,254820,257347,259693,262523,264764,265907,267159,268586,270890,273846,277411,280454,283120,285401,288195,291420,294794,298546,302355,306267,309398,312110,314213,317090,319883,323120,325759,328009,330390,333102,335473,338156,340984,343558,346185,348259,350694,353443,356922,360106,363256,365104,367531,368362,370241,372086,374205,376082,378017,379539,379941,381465,383778,387336,390203,394227,397287,399773,401017,402004,402823,404281,406554,407968,407146,406992,405975,405332,403833,404168,404559,405403,405809,406633,407077,407740,409792,411088,413400,415345,418327,420378,423134,425964
BR004RG0019055,4,19055,1157,Littleton,Colorado,CO,Denver-Aurora-Lakewood,Arapahoe County,268844,270998,272866,276051,278972,281820,284857,288054,292402,295900,299832,303779,308658,311798,315095,317093,318993,319634,320559,322372,323040,323127,322515,322418,322171,323262,324396,325464,326440,327651,328971,329100,329741,330254,330860,331026,331049,330799,330857,331260,331537,331438,331138,331034,331064,331600,332924,333933,334706,335094,335069,335386,335737,336843,337812,338888,340248,341208,342130,343333,345193,346432,347900,348731,349746,350404,351757,353225,354575,355371,355775,355972,356303,357757,357717,358161,358053,358357,357934,357490,357111,357446,357930,358937,359092,357839,358997,360107,362537,362462,362233,362173,361505,360829,359316,358414,358279,358516,356421,353627,350408,351200,351819,351269,350339,349997,351070,349780,346699,344843,344832,346271,346462,345740,346022,347789,349379,350064,348927,349334,350586,351929,352994,352391,352938,351324,349848,347615,346325,345208,344742,344690,345172,343913,342166,340661,339715,339678,339222,338651,338381,338319,338869,338496,338070,338465,339423,342196,344777,348068,350718,354484,357602,360895,363477,366361,370046,373844,377993,380354,381924,383168,384770,385689,386767,387628,389365,391260,392129,393488,393912,394828,396221,398084,401130,403308,405456,407515,409519,412525,416919,421625,426092,430348,435040,439620,442657,446630,451390,456627,461473,465285,467630,469286,471704,474753,477433,479429,482518,485396,487439,489585,492650,495398,498939,502217,505934,508931,511089,513752,515623,518393,521521,524665,526826,530220,532784,535456,537347,540106,544489,548515,553384,557062,559997,561989,563745,564119,563952,565534,567979,569972,570062,570848,572440,572418,572316,572113,573794,575979,578902,580578,582002,583635,586317,588784,590588,594305
BR004RG0017163,4,17163,1448,Brighton,Colorado,CO,Denver-Aurora-Lakewood,Adams County,197660,199867,202568,205035,207971,210504,213061,216108,219340,222521,225240,228555,231653,234553,237052,238914,241003,242765,244760,246153,247456,248656,249789,250202,250279,250291,250653,251801,252944,254195,254952,255853,256713,257724,258763,259684,260089,260699,260997,261249,260111,259104,258180,257651,257564,257358,257283,257186,257406,257761,257809,257558,257824,258395,259030,259485,259396,259343,259450,260004,260546,260760,260909,260818,261413,261981,262975,263107,263301,263288,263494,263207,263428,263232,264361,265079,265078,263842,262311,262162,261910,261837,260629,260696,260091,260131,257032,254931,253226,253411,253361,252200,249545,246333,243454,239498,235596,231378,230307,229277,228225,225615,222534,220546,220807,221680,221703,221472,220468,219620,217958,216982,216516,216044,216129,215109,214112,212984,213413,213955,215954,217748,219048,218682,217633,217178,216837,216690,215756,214576,213410,212529,211361,210654,210013,209701,208673,207803,206893,206889,206938,207318,207459,208044,207893,207006,206315,207089,209762,212648,215199,216616,218014,219812,221672,222952,225403,229101,233228,236001,237602,238765,240405,243034,246093,248781,251179,253666,255487,256504,257411,258641,260499,263220,266760,269743,272396,274705,277436,280596,284006,287953,292071,296313,299683,302580,304810,307982,311032,314427,317246,319779,322263,324955,327170,329941,332756,335238,337266,338920,340920,343337,346522,349691,353078,355079,357563,358496,360592,362934,365794,368008,370018,371685,372474,373896,375624,378880,381829,385816,389086,391719,393304,394421,395417,396926,398800,400026,399275,399145,397934,396889,395113,395251,395638,396691,397336,398458,399287,400330,402706,404190,406641,408890,411912,413876,416227,418621
BR004RG004592,4,4592,1503,Englewood,Colorado,CO,Denver-Aurora-Lakewood,Arapahoe County,192302,194071,196186,199566,202951,205813,208510,211298,214756,217576,220538,223649,227116,229368,231080,231948,233278,234117,235255,236606,238049,239359,240192,240483,240542,241187,242570,243896,244759,245383,246099,245607,244509,243198,243062,244058,245386,246703,247676,248533,249228,249532,249772,251270,253627,256195,257437,256958,255780,254451,253328,252662,252046,252446,252648,252603,252311,252014,252250,253328,255170,256650,258175,259575,261084,261642,262350,262961,263523,263809,263929,264256,264152,264390,263394,262252,261099,260723,260393,259993,259475,259064,259134,259060,259179,258248,259547,260767,262831,263082,262715,262145,260756,259649,257328,254834,252780,253218,252199,250428,246761,246438,246591,245925,245377,245265,246752,248524,247447,244868,241809,241454,242365,241534,240713,241432,243322,244299,244275,243996,246327,247799,249673,248645,248072,246613,245591,244121,242004,240322,238327,237021,235570,234496,233723,233250,232525,232547,232814,232991,233528,233909,234554,234445,233956,234788,235710,238568,241109,244169,246140,248245,249691,251579,254044,256985,260621,263137,266388,268133,269651,270405,271533,273225,275474,277330,279177,280682,281687,283339,283935,285044,286343,288907,292390,294851,297027,299093,301196,304269,308139,312381,316152,320254,325042,329502,332836,336513,340894,345261,349304,351925,354314,355774,359159,361497,363904,364691,366346,367956,368886,370481,372827,376645,380274,384294,387041,389777,391466,394692,397846,401375,405413,409357,412234,415006,416736,418223,419116,421701,425394,429489,434104,438337,441647,444090,446187,446523,446470,448314,451614,453843,454002,453587,454518,454578,454808,453917,455027,457201,460217,461819,462856,463947,466416,468976,470393,472770
BR004RG0026213,4,26213,1509,Northglenn,Colorado,CO,Denver-Aurora-Lakewood,Adams County,162799,164933,167457,169466,171875,174047,176362,178765,181121,183371,185383,187505,189714,192029,194007,195714,197343,199019,200515,201815,202987,204037,204913,205483,205744,205731,205801,206496,207429,208371,208994,209675,210365,211311,212142,212956,213312,213834,214260,214555,214077,213522,213321,213131,213412,213416,213792,214085,214402,214914,215205,215407,215558,215708,215544,215640,215339,215287,214915,214857,215229,215463,215585,215079,215246,215544,216528,216622,216832,216725,217333,217620,217922,217638,218426,219113,219127,218360,217382,217901,217823,218132,217042,217362,216938,217064,214558,213113,211924,211578,210756,208435,206159,203664,202295,199260,196252,192858,192014,191535,191152,190365,189125,188580,188896,189002,188141,186969,185983,185576,184927,183829,183360,182912,183237,183409,183320,183241,184049,185718,188400,190392,191346,191381,190543,189960,189092,188142,186819,185872,184746,183362,180871,179232,178773,178906,178355,177118,176003,175806,176067,176408,176970,178266,179474,179844,179356,179617,181667,184562,187552,189398,191139,192831,194103,194663,196333,199188,202183,204364,205719,207421,209054,211124,212871,214519,216193,218214,219761,220691,221725,222784,224133,225606,227750,230008,232678,235001,238002,241019,244238,247295,250638,254151,257296,259970,262437,265523,268404,271781,274335,276609,278416,281005,283650,287006,290320,293232,295791,297523,299545,301888,305102,308449,311784,313967,316620,318198,320630,323134,325708,328231,330357,331923,332353,333656,335951,339524,342011,345303,347841,350649,352542,354586,356468,358717,361579,363660,363849,364194,363899,363617,362406,362387,362720,363191,363383,364119,364655,365373,367121,368427,370791,373120,376519,379072,382048,385152
BR004RG0012817,4,12817,1716,Montrose,Colorado,CO,Montrose,Montrose County,168906,170290,171815,172691,174000,175070,176076,177190,178292,179844,181034,182397,183634,184907,185879,186723,187319,188000,188748,189358,189918,190227,190688,190939,191251,191575,192038,192677,193253,193956,194557,195153,195613,195963,196218,196581,196834,197188,197603,198016,198329,198341,198261,198633,199184,200141,200757,201547,202199,203019,203578,204244,204987,205905,206893,207623,208482,209116,210148,210951,212518,213860,215150,216119,217051,218825,220590,222414,223944,225889,227843,229803,231098,232698,235012,237280,240083,242326,244771,246882,248704,250098,251099,252138,253271,254259,254858,255630,256138,255155,254367,253666,254065,254106,254244,254150,253687,253096,252532,252209,251685,252032,252084,252251,251985,251813,251471,251155,250829,250406,249828,249220,248476,247863,247033,246203,245072,244024,243176,242644,242301,242042,241566,241127,240684,240291,239945,239367,238773,238259,237843,237175,236526,235754,235254,234624,234277,233915,233511,233480,233541,233686,233643,233654,233910,234312,234835,235203,235462,235760,236366,237026,237901,238699,239591,240593,241696,242946,244133,245493,246898,248391,249733,251034,252229,253635,255122,256677,257994,259304,260659,262039,263339,264720,266251,267902,269605,271399,273299,275244,277139,279198,281202,283277,285551,287689,289978,291962,293947,295674,297265,298756,300347,301693,303215,304854,306578,308354,309784,311224,312537,313835,315359,316855,318506,320191,321593,322815,323772,324883,326226,327553,329095,330733,332604,334613,336434,337645,338941,340026,341438,342411,343053,343901,344755,345933,347444,348950,350343,351254,352091,353000,354122,355275,356489,357372,358147,358837,358963,359001,359158,359967,360804,361667,362192,362802,363428,364163
BR005RG0011093,5,11093,23,Denver,Colorado,CO,Denver-Aurora-Lakewood,Denver County,353826,358067,363414,369457,375083,380803,385689,391035,396491,401243,406302,411065,417547,423310,428271,432273,435821,438726,441598,444286,447570,450146,452574,455182,456491,457917,459145,460491,461889,463316,464588,466635,467375,468652,468314,468133,467944,467871,468004,466773,465955,465056,466060,466112,468214,469622,472433,473723,474426,474919,475788,478673,480876,482589,482933,483710,483718,485357,486356,489638,492712,496788,497905,497676,497926,500517,502673,503664,504190,505930,508130,509007,510129,510734,514393,516789,519526,520522,521979,523922,524786,524549,524172,523983,523213,520982,519370,520645,521988,521258,522064,523073,525294,523241,521110,517709,515167,511250,507935,501418,494954,489961,484419,479907,474163,473374,471082,469416,464558,462679,460158,462335,467459,472375,474292,472343,471453,468933,467188,465760,469549,473007,474967,471940,464888,458527,453898,452444,450702,448131,446706,446535,444108,442453,440679,441284,440856,440253,439730,439965,441031,444345,447369,448047,450062,450411,453223,454377,457092,460062,464813,469330,473700,476231,479276,483434,487122,491013,493618,497956,502930,508879,514537,520082,523858,527263,529378,532737,534343,536416,538553,542133,549171,554607,557931,558375,561036,565760,571447,576977,584901,593208,600791,605695,604584,605461,608579,616709,623497,628923,634505,639151,644296,648862,652777,657019,663060,668260,672044,675019,679560,684543,688626,692979,690994,690306,691914,697661,703361,707400,712140,714206,715707,717583,721076,724941,737602,750131,761407,766419,772623,779811,785653,790972,797432,804382,810467,813205,811677,808206,804154,802929,801825,801934,802856,805097,807007,807388,807557,809783,811765,814715,818013,821294,823614,824761,825717,826449
BR005RG004172,5,4172,42,Colorado Springs,Colorado,CO,Colorado Springs,El Paso County,227097,227922,228571,229389,230035,230867,232224,233732,235428,236888,238504,240283,242063,243981,245974,248095,250362,252400,254351,256502,258409,259986,261088,262102,263087,263515,263817,263905,264225,264659,265438,266082,266938,267849,268766,269270,269703,270566,271755,272727,273530,274000,274549,274721,275174,275564,276537,277575,278662,279617,280351,281160,281716,282779,283797,285253,286358,287716,288876,290317,291863,293575,295349,297409,299696,301806,303622,305492,307563,309516,311169,312472,313676,314457,315488,316103,316784,317328,318306,319495,320478,321318,321761,322348,323238,324355,325366,326186,327340,328581,329306,328959,327892,326487,326220,326717,326545,325422,323216,321056,319122,316650,314917,313364,313070,312949,311046,308309,305451,304508,304059,304922,304935,305432,305068,305257,305090,304756,306231,307788,309294,309303,309744,309641,309262,308722,308118,307179,305720,304982,303515,301938,300551,299784,298996,297699,296376,295202,294046,293736,294012,294074,293624,293223,293615,293726,293421,293393,294888,297030,299645,300659,301254,301168,302174,303213,304297,305760,308168,310121,311127,311313,311422,312868,314055,315711,316782,317755,318206,318212,318062,317824,317176,317191,317556,317815,318163,318745,319038,320250,321215,322451,322688,323485,325427,326454,327173,327565,328904,330211,331972,332878,333929,335443,337864,340602,342050,343999,345875,347998,349776,351261,352918,354982,358031,360859,363341,364962,367138,369539,372320,375153,377183,379684,382299,385221,386705,387669,389340,391990,395132,397565,399165,399890,401081,402942,405241,407513,409505,411289,411820,412025,412443,413594,415736,418292,421263,423419,425129,426730,429135,432079,435778,439517,442848,445996,448814,451889
